zip,lat,lng,city,population,county_name
62359,40.03269,-91.20472,Paloma,209,Adams
62360,39.81627,-91.26344,Payson,1918,Adams
62361,39.48317,-90.64632,Pearl,522,Pike
62362,39.78238,-90.74712,Perry,297,Pike
62363,39.5936,-90.77418,Pittsfield,5758,Pike
62365,39.7964,-91.1594,Plainville,620,Adams
62366,39.46001,-90.89432,Pleasant Hill,1589,Pike
62367,40.30522,-90.87611,Plymouth,1033,Hancock
62370,39.52087,-91.00198,Rockport,234,Pike
62373,40.24217,-91.34172,Sutter,294,Hancock
62374,40.40891,-90.91203,Tennessee,345,McDonough
62375,40.00411,-90.87126,Timewell,345,Brown
62376,40.11503,-91.42052,Ursa,1204,Adams
62378,39.89739,-90.63512,Versailles,955,Brown
62379,40.28677,-91.40011,Warsaw,1725,Hancock
62380,40.24002,-91.19088,West Point,488,Hancock
62401,39.11953,-88.56417,Effingham,18722,Effingham
62410,38.53253,-87.72653,Allendale,1249,Wabash
62411,39.07063,-88.72964,Altamont,4136,Effingham
62413,39.13963,-87.83882,Annapolis,330,Crawford
62414,39.17067,-88.83046,Beecher City,1993,Fayette
62417,38.70667,-87.76565,Bridgeport,3281,Lawrence
62418,39.01845,-88.96952,Brownstown,2108,Fayette
62419,38.62003,-87.98542,Calhoun,230,Richland
62420,39.29042,-88.00198,Casey,4762,Cumberland
62421,38.7536,-87.94355,Claremont,660,Richland
62422,39.23882,-88.88322,Cowden,1002,Shelby
62423,39.46168,-87.57963,Dennison,485,Clark
62424,38.98978,-88.42215,Dieterich,2445,Effingham
62425,38.82851,-88.09216,Dundas,502,Richland
62426,38.90211,-88.66454,Edgewood,873,Effingham
62427,38.87209,-87.65935,Flat Rock,1690,Crawford
62428,39.26363,-88.13124,Greenup,2803,Cumberland
62431,39.22885,-88.99105,Herrick,1054,Shelby
62432,39.13551,-88.13981,Hidalgo,417,Jasper
62433,39.11193,-87.70355,Hutsonville,927,Crawford
62434,38.84322,-88.3252,Ingraham,327,Clay
62436,39.17982,-88.25247,Jewett,697,Cumberland
62438,39.32114,-88.86922,Lakewood,300,Shelby
62439,38.74655,-87.63529,Lawrenceville,7166,Lawrence
62440,39.39549,-88.2679,Lerna,1315,Coles
62441,39.3976,-87.69763,Marshall,6786,Clark
62442,39.31182,-87.85501,Martinsville,2814,Clark
62443,38.9541,-88.62797,Mason,1678,Effingham
62444,39.27655,-88.7393,Mode,331,Shelby
62445,39.16804,-88.32117,Montrose,1290,Cumberland
62446,38.49745,-88.2179,Mount Erie,342,Wayne
62447,39.31551,-88.44439,Neoga,3615,Cumberland
62448,38.96892,-88.18259,Newton,5565,Jasper
62449,39.00623,-87.91067,Oblong,3118,Crawford
62450,38.71233,-88.09042,Olney,12230,Richland
62451,38.99257,-87.60616,Palestine,2041,Crawford
62452,38.5862,-88.01722,Parkersburg,421,Richland
62454,38.99864,-87.75803,Robinson,11088,Crawford
62458,39.02467,-88.85144,Saint Elmo,1979,Fayette
62459,38.93002,-88.02779,Sainte Marie,341,Jasper
62460,38.60842,-87.69831,Saint Francisville,1154,Lawrence
62461,39.19732,-88.67572,Shumway,672,Effingham
62462,39.23471,-88.46388,Sigel,982,Shelby
62463,39.27666,-88.60537,Stewardson,1242,Shelby
62465,39.3494,-88.64047,Strasburg,964,Shelby
62466,38.72579,-87.84971,Sumner,4598,Lawrence
62467,39.13119,-88.43499,Teutopolis,4281,Effingham
62468,39.27744,-88.27032,Toledo,2514,Cumberland
62469,39.34857,-88.34046,Trilla,610,Cumberland
62471,38.9546,-89.13061,Vandalia,10363,Fayette
62473,39.02035,-88.56542,Watson,1443,Effingham
62474,39.43662,-87.99649,Westfield,970,Clark
62475,38.88697,-88.05151,West Liberty,445,Jasper
62476,38.53402,-88.00926,West Salem,1590,Edwards
62477,39.23693,-87.66289,West Union,781,Clark
62478,39.17838,-87.74266,West York,389,Crawford
62479,39.03773,-88.31093,Wheeler,935,Jasper
62480,38.99856,-88.00156,Willow Hill,470,Jasper
62481,39.12718,-88.022,Yale,430,Jasper
62501,39.93397,-88.80519,Argenta,2863,Macon
62510,39.53149,-89.02694,Assumption,1538,Christian
62512,40.14496,-89.20355,Beason,446,Logan
62513,39.72201,-89.1508,Blue Mound,1767,Macon
62514,39.76249,-89.05069,Boody,181,Macon
62515,39.85842,-89.37649,Buffalo,1010,Sangamon
62517,39.59129,-89.43167,Bulpitt,199,Christian
62518,40.05416,-89.19143,Chestnut,176,Logan
62519,39.92882,-89.39528,Cornland,61,Logan
62520,39.81803,-89.45599,Dawson,1637,Sangamon
62521,39.81509,-88.92533,Decatur,35529,Macon
62522,39.82902,-89.05106,Decatur,15261,Macon
62523,39.84408,-88.95224,Decatur,1439,Macon
62526,39.90152,-88.98791,Decatur,32303,Macon
62530,39.56175,-89.66135,Divernon,1458,Sangamon
62531,39.66693,-89.37664,Edinburg,1764,Christian
62532,39.76334,-88.98924,Elwin,110,Macon
62533,39.44423,-89.62251,Farmersville,778,Montgomery
62534,39.53444,-88.79858,Findlay,1389,Shelby
62535,39.92477,-88.96895,Forsyth,3003,Macon
62536,39.63015,-89.65132,Glenarm,749,Sangamon
62537,39.85317,-89.09467,Harristown,76,Macon
62538,39.35641,-89.51992,Harvel,359,Montgomery
62539,39.86605,-89.25127,Illiopolis,1297,Sangamon
62540,39.58387,-89.41826,Kincaid,1567,Christian
62541,39.96541,-89.35509,Lake Fork,37,Logan
62543,39.97146,-89.15219,Latham,531,Logan
62544,39.70642,-88.96787,Macon,1597,Macon
62545,39.76189,-89.38943,Mechanicsburg,1169,Sangamon
62546,39.43186,-89.43994,Morrisonville,1624,Christian
62547,39.76896,-89.24887,Mount Auburn,926,Christian
62548,39.9785,-89.28226,Mount Pulaski,2514,Logan
62549,39.7705,-88.86588,Mt Zion,6264,Macon
62550,39.61145,-88.99191,Moweaqua,2778,Shelby
62551,39.85317,-89.15765,Niantic,575,Macon
62553,39.26618,-89.10718,Oconee,515,Shelby
62554,39.94902,-88.87146,Oreana,1311,Macon
62555,39.46629,-89.22064,Owaneco,423,Christian
62556,39.46989,-89.37326,Palmer,326,Christian
62557,39.39704,-89.10481,Pana,7118,Christian
62558,39.58971,-89.54037,Pawnee,3347,Sangamon
62560,39.30224,-89.60114,Raymond,1196,Montgomery
62561,39.86626,-89.50869,Riverton,5350,Sangamon
62563,39.71567,-89.50299,Rochester,5689,Sangamon
62565,39.41129,-88.80426,Shelbyville,7024,Shelby
62567,39.64523,-89.18987,Stonington,1035,Christian
62568,39.56083,-89.29022,Taylorville,15787,Christian
62570,39.58848,-89.4483,Tovey,514,Christian
62571,39.38067,-88.96114,Tower Hill,1659,Shelby
62572,39.36096,-89.70156,Waggoner,516,Montgomery
62573,39.94539,-89.07414,Warrensburg,1912,Macon
62601,39.74871,-90.04087,Alexander,353,Morgan
62610,39.55883,-90.43489,Alsey,125,Scott
62611,39.88561,-90.39943,Arenzville,1115,Cass
62612,39.88951,-90.06703,Ashland,1799,Cass
62613,39.99171,-89.66842,Athens,3886,Menard
62615,39.58507,-89.75736,Auburn,5712,Sangamon
62617,40.1525,-90.17886,Bath,669,Mason
62618,39.98678,-90.40075,Beardstown,7398,Cass
62621,39.73139,-90.53016,Bluffs,1195,Scott
62622,39.97814,-90.35343,Bluff Springs,71,Cass
62624,40.15441,-90.36213,Browning,463,Schuyler
62625,39.91027,-89.69575,Cantrall,822,Sangamon
62626,39.28333,-89.88404,Carlinville,7710,Macoupin
62627,40.0563,-90.12895,Chandlerville,1029,Cass
62628,39.77949,-90.40322,Chapin,766,Morgan
62629,39.67824,-89.714,Chatham,13736,Sangamon
62630,39.26081,-90.07835,Chesterfield,365,Macoupin
62631,39.82437,-90.36129,Concord,273,Morgan
62633,40.22644,-89.8768,Easton,566,Mason
62634,40.01314,-89.45199,Elkhart,775,Logan
62635,40.29671,-89.47141,Emden,705,Logan
62638,39.60534,-90.08179,Franklin,1364,Morgan
62639,40.04264,-90.488,Frederick,291,Schuyler
62640,39.43389,-89.80528,Girard,3583,Macoupin
62642,40.08905,-89.71348,Greenview,1479,Menard
62643,40.243,-89.45175,Hartsburg,561,Logan
62644,40.28956,-90.05432,Havana,4946,Mason
62649,39.36532,-90.06746,Hettick,604,Macoupin
62650,39.73455,-90.22337,Jacksonville,26749,Morgan
62655,40.16538,-89.99405,Kilbourne,460,Mason
62656,40.13988,-89.37163,Lincoln,19535,Logan
62661,39.66569,-89.84044,Loami,1537,Sangamon
62663,39.54073,-90.32902,Manchester,259,Scott
62664,40.21229,-89.72528,Mason City,3061,Mason
62665,39.81719,-90.53393,Meredosia,1359,Morgan
62666,40.08561,-89.54345,Middletown,613,Logan
62667,39.49452,-89.99269,Modesto,445,Macoupin
62668,39.5723,-90.23794,Murrayville,1251,Morgan
62670,39.74137,-89.8939,New Berlin,2883,Sangamon
62671,40.17291,-89.55846,New Holland,487,Logan
62672,39.39798,-89.80446,Nilwood,204,Macoupin
62673,40.09471,-89.97845,Oakford,466,Menard
62674,39.43469,-90.0299,Palmyra,1398,Macoupin
62675,40.0219,-89.85914,Petersburg,5869,Menard
62677,39.84986,-89.87912,Pleasant Plains,2269,Sangamon
62681,40.13621,-90.55884,Rushville,5552,Schuyler
62682,40.29219,-89.63596,San Jose,986,Mason
62684,39.9093,-89.58688,Sherman,5861,Sangamon
62685,39.14157,-90.0035,Shipman,2416,Macoupin
62688,39.946,-89.92313,Tallula,602,Menard
62689,39.53364,-89.76185,Thayer,503,Sangamon
62690,39.50535,-89.76315,Virden,3991,Macoupin
62691,39.95915,-90.21439,Virginia,1978,Cass
62692,39.58137,-89.9399,Waverly,2122,Morgan
62693,39.95827,-89.51725,Williamsville,1510,Sangamon
62694,39.62158,-90.47134,Winchester,3038,Scott
62695,39.62711,-90.2237,Woodson,216,Morgan
62701,39.80082,-89.64884,Springfield,1206,Sangamon
62702,39.82401,-89.64168,Springfield,34051,Sangamon
62703,39.7618,-89.62982,Springfield,30910,Sangamon
62704,39.774,-89.68514,Springfield,40828,Sangamon
62707,39.85438,-89.65439,Springfield,6924,Sangamon
62711,39.76543,-89.72925,Springfield,16752,Sangamon
62712,39.75326,-89.58013,Springfield,10243,Sangamon
62801,38.51277,-89.14168,Centralia,21444,Marion
62803,38.45286,-89.29657,Hoyleton,1078,Washington
62806,38.38188,-88.07484,Albion,3351,Edwards
62807,38.7455,-88.92837,Alma,702,Marion
62808,38.30206,-89.1875,Ashley,1438,Washington
62809,38.27909,-88.33991,Barnhill,144,Wayne
62810,38.20311,-88.74559,Belle Rive,834,Jefferson
62811,38.3831,-87.90555,Bellmont,227,Wabash
62812,37.99769,-88.91698,Benton,10905,Franklin
62814,38.37831,-88.73183,Bluford,1945,Jefferson
62815,38.45711,-87.98703,Bone Gap,287,Edwards
62816,38.18579,-88.92389,Bonnie,1198,Jefferson
62817,37.95349,-88.47808,Broughton,459,Hamilton
62818,38.3833,-87.96534,Browns,263,Edwards
62819,37.97952,-89.01496,Buckner,408,Franklin
62820,38.24345,-88.23472,Burnt Prairie,152,White
62821,38.0734,-88.13265,Carmi,7175,White
62822,37.97774,-89.05655,Christopher,3091,Franklin
62823,38.51962,-88.43943,Cisne,1700,Wayne
62824,38.67114,-88.34651,Clay City,1711,Clay
62825,37.99837,-89.06789,Coello,203,Franklin
62827,38.16914,-88.04315,Crossville,1175,White
62828,38.19416,-88.60679,Dahlgren,1334,Hamilton
62829,37.9762,-88.48732,Dale,0,Hamilton
62830,38.44685,-88.96332,Dix,1245,Jefferson
62831,38.23068,-89.22126,Du Bois,412,Washington
62832,38.01222,-89.24993,Du Quoin,8848,Perry
62833,38.36122,-88.16051,Ellery,371,Wayne
62835,38.10687,-88.32027,Enfield,993,White
62836,38.09036,-88.80084,Ewing,800,Franklin
62837,38.368,-88.35644,Fairfield,8960,Wayne
62838,38.87286,-88.75551,Farina,1816,Fayette
62839,38.66518,-88.49902,Flora,6397,Clay
62841,37.85938,-89.00024,Freeman Spur,131,Williamson
62842,38.47081,-88.37313,Geff,721,Wayne
62843,38.38219,-88.19612,Golden Gate,123,Wayne
62844,38.25815,-88.04624,Grayville,2186,White
62846,38.1464,-88.87036,Ina,2704,Jefferson
62848,38.43659,-89.16482,Irvington,716,Washington
62849,38.58705,-88.77353,Iuka,2100,Marion
62850,38.49529,-88.59102,Johnsonville,359,Wayne
62851,38.4207,-88.66193,Keenes,162,Wayne
62852,38.35007,-87.86688,Keensburg,61,Wabash
62853,38.51466,-88.91268,Kell,987,Marion
62854,38.76796,-88.80659,Kinmundy,1716,Marion
62856,37.95748,-88.8362,Logan,391,Franklin
62858,38.81473,-88.49329,Louisville,2790,Clay
62859,38.07612,-88.53394,Mc Leansboro,5829,Hamilton
62860,38.04084,-88.72454,Macedonia,546,Franklin
62861,38.03196,-88.02854,Maunie,165,White
62862,38.21732,-88.29612,Mill Shoals,330,White
62863,38.41648,-87.85594,Mount Carmel,9824,Wabash
62864,38.33121,-88.90262,Mount Vernon,23586,Jefferson
62865,37.97199,-89.07877,Mulkeytown,1977,Franklin
62867,37.91634,-88.10767,New Haven,506,Gallatin
62868,38.6838,-88.22853,Noble,1735,Richland
62869,37.96205,-88.28114,Norris City,2690,White
62870,38.63491,-89.05107,Odin,2090,Marion
62871,37.87593,-88.26827,Omaha,579,Gallatin
62872,38.26642,-88.80382,Opdyke,1067,Jefferson
62874,37.91939,-88.97568,Orient,415,Franklin
62875,38.75913,-89.12131,Patoka,1253,Marion
62876,38.27642,-89.19576,Radom,159,Washington
62877,38.39041,-89.21309,Richview,575,Washington
62878,38.57865,-88.50857,Rinard,443,Wayne
62879,38.76504,-88.36079,Sailor Springs,117,Clay
62880,38.86694,-88.88442,Saint Peter,706,Fayette
62881,38.63515,-88.92853,Salem,10842,Marion
62882,38.6353,-89.12008,Sandoval,2387,Marion
62883,38.16327,-89.11503,Scheller,899,Jefferson
62884,38.08223,-89.0564,Sesser,2716,Franklin
62885,38.85768,-89.05495,Shobonier,722,Fayette
62886,38.37892,-88.53984,Sims,280,Wayne
62887,38.18739,-88.35993,Springerton,459,White
62888,38.12849,-89.23479,Tamaroa,1984,Perry
62889,38.45812,-88.82922,Texico,938,Jefferson
62890,37.90642,-88.73757,Thompsonville,2789,Franklin
62891,38.01516,-89.04304,Valier,653,Franklin
62892,38.80667,-89.07817,Vernon,374,Marion
62893,38.46707,-89.03286,Walnut Hill,992,Marion
62894,38.20909,-89.03692,Waltonville,1061,Jefferson
62895,38.31008,-88.56344,Wayne City,2028,Wayne
62896,37.89101,-88.91635,West Frankfort,12167,Franklin
62897,38.09632,-88.90228,Whittington,362,Franklin
62898,38.35053,-89.06476,Woodlawn,2285,Jefferson
62899,38.63194,-88.64567,Xenia,1900,Clay
62901,37.73828,-89.20843,Carbondale,26217,Jackson
62902,37.66361,-89.11727,Carbondale,4568,Jackson
62903,37.6704,-89.27781,Carbondale,3211,Jackson
62905,37.57397,-89.36521,Alto Pass,505,Union
62906,37.45662,-89.18699,Anna,6585,Union
62907,37.86683,-89.49815,Ava,1995,Jackson
62908,37.30845,-88.8658,Belknap,496,Massac
62910,37.15411,-88.53338,Brookport,2365,Massac
62912,37.47662,-89.03917,Buncombe,1338,Johnson
62914,37.06547,-89.22248,Cairo,2738,Alexander
62915,37.78342,-89.11971,Cambria,425,Williamson
62916,37.9286,-89.56424,Campbell Hill,993,Jackson
62917,37.69809,-88.64884,Carrier Mills,2275,Saline
62918,37.78997,-89.08766,Carterville,10155,Williamson
62919,37.52073,-88.14891,Cave In Rock,1052,Hardin
62920,37.54896,-89.23501,Cobden,3354,Union
62921,37.80156,-89.08424,Colp,394,Williamson
62922,37.62104,-88.81596,Creal Springs,2532,Williamson
62923,37.34435,-89.01472,Cypress,481,Johnson
62924,37.82388,-89.20467,De Soto,2948,Jackson
62926,37.36736,-89.1339,Dongola,2402,Union
62927,37.93531,-89.24159,Dowell,383,Jackson
62928,37.48287,-88.57914,Eddyville,183,Pope
62930,37.83822,-88.44115,Eldorado,6074,Saline
62931,37.52852,-88.28678,Elizabethtown,1445,Hardin
62932,37.90344,-89.21404,Elkville,1498,Jackson
62933,37.77273,-89.025,Energy,1385,Williamson
62934,37.70463,-88.3643,Equality,902,Gallatin
62935,37.8412,-88.63383,Galatia,1799,Saline
62938,37.3802,-88.54269,Golconda,3027,Pope
62939,37.5512,-88.98147,Goreville,3111,Johnson
62940,37.73168,-89.47209,Gorham,340,Jackson
62941,37.24447,-88.98071,Grand Chain,895,Pulaski
62942,37.64347,-89.46919,Grand Tower,558,Jackson
62943,37.35642,-88.74771,Grantsburg,360,Pope
62946,37.70725,-88.53816,Harrisburg,12662,Saline
62947,37.56343,-88.44001,Herod,449,Hardin
62948,37.81685,-89.02953,Herrin,13183,Williamson
62949,37.82788,-89.14438,Hurst,833,Williamson
62950,37.75545,-89.56041,Jacob,204,Jackson
62951,37.8235,-88.92917,Johnston City,4535,Williamson
62952,37.41825,-89.33719,Jonesboro,3141,Union
62953,37.20837,-88.84999,Joppa,313,Massac
62954,37.69118,-88.27478,Junction,475,Gallatin
62956,37.27993,-88.94233,Karnak,911,Pulaski
62957,37.3079,-89.42669,Mc Clure,931,Alexander
62958,37.59972,-89.1659,Makanda,2146,Jackson
62959,37.71804,-88.90775,Marion,28201,Williamson
62960,37.22607,-88.71073,Metropolis,10959,Massac
62961,37.34028,-89.25519,Millcreek,51,Union
62962,37.07376,-89.335,Miller City,9,Alexander
62963,37.09396,-89.16201,Mound City,653,Pulaski
62964,37.12854,-89.21531,Mounds,1291,Pulaski
62965,37.76708,-88.52022,Muddy,88,Saline
62966,37.77508,-89.35108,Murphysboro,15260,Jackson
62967,37.58044,-88.75181,New Burnside,237,Johnson
62969,37.15795,-89.34349,Olive Branch,398,Alexander
62970,37.21477,-89.09963,Olmsted,819,Pulaski
62972,37.53704,-88.79134,Ozark,1039,Johnson
62974,37.77736,-88.78467,Pittsburg,1626,Williamson
62975,37.6375,-89.37774,Pomona,325,Jackson
62976,37.21897,-89.20552,Pulaski,361,Pulaski
62977,37.85397,-88.5449,Raleigh,744,Saline
62979,37.8161,-88.19181,Ridgway,1134,Gallatin
62982,37.42811,-88.35961,Rosiclare,960,Hardin
62983,37.90497,-89.11722,Royalton,1411,Franklin
62984,37.71038,-88.15479,Shawneetown,1643,Gallatin
62985,37.46088,-88.68961,Simpson,712,Johnson
62987,37.61677,-88.65417,Stonefort,1424,Saline
62988,37.24395,-89.29747,Tamms,1570,Alexander
62990,37.23092,-89.40643,Thebes,810,Alexander
62992,37.27901,-89.16661,Ullin,690,Pulaski
62994,37.90778,-89.34075,Vergennes,625,Jackson
62995,37.42597,-88.87523,Vienna,5928,Johnson
62996,37.16306,-89.15429,Villa Ridge,464,Pulaski
62997,37.98225,-89.59039,Willisville,598,Perry
62998,37.51587,-89.4474,Wolf Lake,323,Union
62999,37.8917,-89.05257,Zeigler,1794,Franklin
